*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2017 027   120   111    74.5     2.2    56.5    4.55    3.16      0.0     0.0    33.3    23.2    4.16    2.34     3.2    1.8    3.1  101.17   15.51
 2017 028   121   112    77.1     2.5    57.0    4.55    3.17      0.0     0.0    33.6    23.4    4.17    2.35     3.2    1.8    2.9  101.28   15.63
 2017 029   122   113    78.7     2.7    56.9    4.55    3.16      0.0     0.0    33.6    23.4    4.17    2.35     3.3    1.8    1.7  101.35   15.74
 2017 030   123   114    72.9     1.5    58.8    4.55    3.19      0.0     0.0    34.7    24.1    4.20    2.37     3.3    1.8    4.9  109.68   15.86
 2017 031   124   115    76.6     1.8    60.0    4.55    3.20      0.0     0.0    35.4    24.6    4.21    2.38     3.3    1.8    4.5  110.00   16.00
 2017 032   125   116    80.7     2.2    60.9    4.54    3.20      0.0     0.0    35.9    24.9    4.22    2.38     3.3    1.8    4.6  110.11   16.16
 2017 033   126   117    76.3     1.7    60.3    4.53    3.19      0.0     0.0    35.6    24.7    4.21    2.37     3.3    1.8    4.0  117.45   16.35
 2017 034   127   118    80.3     2.3    59.8    4.53    3.19      0.0     0.0    35.3    24.5    4.21    2.36     3.3    1.8    4.3  117.85   16.55
 2017 035   128   119    83.8     3.0    59.2    4.53    3.18      0.0     0.0    34.9    24.3    4.21    2.36     3.3    1.8    4.2  118.57   16.76
 2017 036   129   120    87.2     3.8    58.7    4.53    3.17      0.0     0.0    34.5    24.1    4.21    2.35     3.3    1.8    3.8  118.93   16.96
 2017 037   130   121    77.5     2.1    58.3    4.54    3.17      0.0     0.0    34.3    24.0    4.21    2.34     3.3    1.8    4.3  130.39   17.15
 2017 038   131   122    81.0     2.8    57.7    4.55    3.16      0.0     0.0    33.9    23.8    4.21    2.33     3.3    1.8    3.6  130.62   17.36
 2017 039   132   123    84.2     3.6    57.0    4.56    3.15      0.0     0.0    33.5    23.5    4.20    2.32     3.2    1.8    3.4  130.84   17.57
 2017 040   133   124    72.9     1.9    56.6    4.56    3.15      0.0     0.0    33.2    23.4    4.21    2.32     3.2    1.8    4.2  143.85   17.77
 2017 041   134   125    77.0     2.3    57.5    4.55    3.16      0.0     0.0    33.8    23.8    4.22    2.33     3.3    1.8    5.0  144.25   17.93
 2017 042   135   126    81.2     2.8    57.8    4.55    3.16      0.0     0.0    34.0    23.9    4.23    2.33     3.3    1.8    4.6  144.53   18.10
 2017 043   136   127    85.4     3.4    57.6    4.54    3.16      0.0     0.0    33.8    23.8    4.23    2.32     3.3    1.8    4.6  144.85   18.28
 2017 044   137   128    73.1     1.7    57.0    4.56    3.15      0.0     0.0    33.4    23.6    4.22    2.31     3.2    1.8    4.0  158.55   18.47
 2017 045   138   129    76.2     2.4    56.4    4.57    3.13      0.0     0.0    33.0    23.4    4.22    2.30     3.2    1.8    3.4  158.81   18.67
 2017 046   139   130    79.2     3.2    55.6    4.58    3.12      0.0     0.0    32.5    23.1    4.21    2.29     3.2    1.8    3.3  159.06   18.88
 2017 047   140   131    72.8     1.9    56.5    4.56    3.12      0.0     0.0    33.0    23.4    4.21    2.29     3.2    1.8    5.3  168.00   19.01
 2017 048   141   132    76.8     2.3    57.0    4.56    3.12      0.0     0.0    33.3    23.6    4.21    2.29     3.3    1.8    4.8  168.26   19.14
 2017 049   142   133    79.1     3.0    56.3    4.55    3.11      0.0     0.0    32.9    23.4    4.20    2.28     3.3    1.7    2.5  168.45   19.31
 2017 050   143   134    82.7     3.9    55.6    4.55    3.09      0.0     0.0    32.5    23.1    4.18    2.26     3.2    1.7    4.1  168.67   19.50
 2017 051   144   135    71.7     2.3    54.9    4.56    3.07      0.0     0.0    32.1    22.9    4.17    2.25     3.2    1.7    4.7  181.49   19.67
 2017 052   145   136    74.3     3.1    54.2    4.57    3.06      0.0     0.0    31.6    22.6    4.16    2.23     3.2    1.7    2.8  181.69   19.86
 2017 053   146   137    75.5     3.8    53.4    4.56    3.04      0.0     0.0    31.1    22.3    4.14    2.22     3.2    1.7    1.4  181.90   20.03
 2017 054   147   138    64.9     1.9    52.7    4.56    3.02      0.0     0.0    30.7    22.1    4.13    2.20     3.2    1.7    3.3  192.95   20.20
 2017 055   148   139    68.6     2.5    52.1    4.59    3.01      0.0     0.0    30.2    21.8    4.12    2.19     3.2    1.7    4.1  193.11   20.38
 2017 056   149   140    71.9     3.3    51.4    4.59    2.99      0.0     0.0    29.8    21.6    4.10    2.17     3.2    1.7    4.2  193.70   20.56
 2017 057   150   141    76.3     4.1    51.3    4.58    2.98      0.0     0.0    29.7    21.5    4.09    2.16     3.2    1.6    5.1  193.85   20.71
 2017 058   151   142    62.2     1.0    50.9    4.62    2.96      0.0     0.0    29.5    21.4    4.08    2.15     3.2    1.6    4.1  207.75   20.87
 2017 059   152   143    65.3     1.4    50.6    4.65    2.95      0.0     0.0    29.3    21.3    4.06    2.14     3.3    1.6    3.7  208.03   21.03
 2017 060   153   144    68.7     1.9    50.6    4.66    2.94      0.0     0.0    29.3    21.3    4.05    2.13     3.3    1.6    4.3  208.42   21.19
 2017 061   154   145    67.2     1.5    50.2    4.65    2.92      0.0     0.0    29.0    21.2    4.04    2.12     3.3    1.6    4.5  213.12   21.36
 2017 062   155   146    71.3     2.0    50.0    4.62    2.91      0.0     0.0    28.9    21.1    4.03    2.11     3.3    1.6    5.0  213.63   21.51
 2017 063   156   147    75.2     2.4    50.6    4.60    2.91      0.0     0.0    29.2    21.4    4.02    2.11     3.3    1.6    5.2  214.14   21.65
 2017 064   157   148    79.1     3.2    50.0    4.59    2.89      0.0     0.0    28.9    21.2    4.01    2.09     3.3    1.6    4.4  214.56   21.81
 2017 065   158   149    66.8     1.5    49.5    4.56    2.87      0.0     0.0    28.5    21.0    3.99    2.08     3.2    1.6    4.1  228.23   21.96
 2017 066   159   150    70.6     2.0    49.0    4.56    2.86      0.0     0.0    28.2    20.8    3.98    2.07     3.3    1.6    4.3  228.52   22.10
 2017 067   160   151    74.1     2.6    48.4    4.57    2.84      0.0     0.0    27.8    20.6    3.97    2.06     3.3    1.6    4.0  228.87   22.24
 2017 068   161   152    67.7     1.8    47.9    4.59    2.83      0.0     0.0    27.5    20.4    3.96    2.04     3.2    1.6    4.1  237.57   22.39
 2017 069   162   153    71.9     2.5    47.3    4.59    2.81      0.0     0.0    27.2    20.2    3.94    2.03     3.3    1.6    4.9  237.93   22.54
 2017 070   163   154    76.2     3.3    46.9    4.60    2.80      0.0     0.0    26.9    20.0    3.93    2.02     3.2    1.5    4.9  238.27   22.68
 2017 071   164   155    78.7     4.3    46.2    4.60    2.78      0.0     0.0    26.5    19.8    3.91    2.00     3.2    1.5    2.9  238.47   22.83
 2017 072   165   156    61.9     2.3    45.6    4.59    2.76      0.0     0.0    26.1    19.5    3.90    1.99     3.2    1.5    1.7  253.84   22.98
 2017 073   166   157    65.8     2.7    45.6    4.58    2.75      0.0     0.0    26.1    19.6    3.88    1.98     3.2    1.5    5.3  254.15   23.11
 2017 074   167   158    69.6     3.0    47.9    4.58    2.77      0.0     0.0    27.4    20.5    3.90    2.00     3.2    1.6    5.4  254.20   23.18
 2017 075   168   159    63.9     1.9    49.6    4.58    2.79      0.0     0.0    28.4    21.1    3.91    2.01     3.2    1.6    4.9  262.34   23.25
 2017 076   169   160    68.0     2.3    51.3    4.57    2.80      0.0     0.0    29.4    21.8    3.91    2.02     3.2    1.6    5.3  262.42   23.36
 2017 077   170   161    72.1     2.7    52.7    4.56    2.81      0.0     0.0    30.3    22.4    3.91    2.03     3.2    1.6    5.5  262.75   23.49

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:15

*RUN   4        : Radiance                  CRGRO048 UFBA1701    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2017 282     9     0     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.02
 2017 283    10     1     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.03
 2017 284    11     2     4.5     0.0     4.5    0.00    3.53      0.0     0.0     2.2     2.3    4.39    2.99     0.0    2.3    0.3    0.01    0.05
 2017 285    12     3     4.6     0.0     4.6    0.00    3.49      0.0     0.0     2.1     2.5    4.38    2.97     0.0    2.3    0.2    0.02    0.06
 2017 286    13     4     4.7     0.0     4.7    0.00    3.46      0.0     0.0     2.1     2.6    4.37    2.96     0.0    2.3    0.2    0.03    0.08
 2017 287    14     5     4.8     0.0     4.8    0.00    3.43      0.0     0.0     2.1     2.7    4.37    2.95     0.0    2.2    0.2    0.04    0.10
 2017 288    15     6     5.0     0.0     5.0    0.00    3.40      0.0     0.0     2.1     2.9    4.36    2.93     0.0    2.2    0.2    0.05    0.11
 2017 289    16     7     5.1     0.0     5.1    0.00    3.37      0.0     0.0     2.1     3.0    4.35    2.92     0.0    2.2    0.3    0.05    0.13
 2017 290    17     8     5.1     0.0     5.1    0.00    3.34      0.0     0.0     2.1     3.1    4.34    2.90     0.0    2.2    0.1    0.06    0.16
 2017 291    18     9     5.3     0.0     5.3    0.00    3.32      0.0     0.0     2.1     3.2    4.33    2.89     0.0    2.2    0.2    0.07    0.18
 2017 292    19    10     5.4     0.0     5.4    0.00    3.30      0.0     0.0     2.1     3.3    4.32    2.88     0.0    2.2    0.3    0.08    0.20
 2017 293    20    11     5.7     0.0     5.7    0.00    3.30      0.0     0.0     2.2     3.4    4.32    2.87     0.0    2.2    0.3    0.09    0.23
 2017 294    21    12     5.9     0.0     5.9    0.00    3.30      0.0     0.0     2.4     3.5    4.32    2.85     0.0    2.2    0.3    0.10    0.25
 2017 295    22    13     6.1     0.0     6.1    0.00    3.30      0.0     0.0     2.5     3.6    4.31    2.84     0.0    2.2    0.3    0.11    0.28
 2017 296    23    14     6.3     0.0     6.3    0.00    3.29      0.0     0.0     2.6     3.7    4.31    2.83     0.0    2.2    0.3    0.12    0.30
 2017 297    24    15     6.5     0.0     6.5    0.00    3.29      0.0     0.0     2.7     3.8    4.30    2.81     0.0    2.1    0.3    0.13    0.33
 2017 298    25    16     7.0     0.0     7.0    0.00    3.30      0.0     0.0     3.0     4.0    4.31    2.81     0.0    2.1    0.6    0.14    0.35
 2017 299    26    17     7.4     0.0     7.4    0.00    3.31      0.0     0.0     3.2     4.2    4.31    2.80     0.0    2.1    0.6    0.16    0.37
 2017 300    27    18     7.9     0.0     7.9    0.00    3.31      0.0     0.0     3.5     4.3    4.30    2.79     0.0    2.1    0.6    0.17    0.40
 2017 301    28    19     8.0     0.0     8.0    0.00    3.29      0.0     0.0     3.6     4.4    4.28    2.76     0.0    2.1    0.2    0.19    0.44
 2017 302    29    20     8.5     0.0     8.5    0.00    3.32      0.0     0.0     3.9     4.6    4.31    2.77     0.0    2.1    0.8    0.21    0.46
 2017 303    30    21     9.1     0.0     9.1    0.00    3.33      0.0     0.0     4.3     4.8    4.31    2.77     0.0    2.1    0.8    0.22    0.49
 2017 304    31    22     9.7     0.0     9.7    0.00    3.34      0.0     0.0     4.7     5.1    4.31    2.77     0.0    2.1    0.8    0.24    0.52
 2017 305    32    23    10.2     0.0    10.2    0.00    3.34      0.0     0.0     5.0     5.2    4.30    2.76     0.0    2.1    0.7    0.26    0.55
 2017 306    33    24    10.8     0.0    10.8    0.00    3.35      0.0     0.0     5.3     5.4    4.30    2.75     0.0    2.1    0.8    0.28    0.59
 2017 307    34    25    11.2     0.0    11.2    0.00    3.34      0.0     0.0     5.6     5.6    4.29    2.74     0.0    2.1    0.7    0.31    0.64
 2017 308    35    26    11.8     0.0    11.8    0.00    3.35      0.0     0.0     6.0     5.8    4.29    2.73     0.0    2.1    0.9    0.34    0.69
 2017 309    36    27    12.4     0.0    12.4    0.00    3.35      0.0     0.0     6.4     6.0    4.28    2.72     0.0    2.1    1.0    0.37    0.74
 2017 310    37    28    12.9     0.0    12.9    0.00    3.35      0.0     0.0     6.7     6.2    4.28    2.71     0.0    2.1    0.7    0.40    0.80
 2017 311    38    29    13.6     0.0    13.6    0.00    3.36      0.0     0.0     7.1     6.4    4.28    2.71     0.0    2.1    1.0    0.43    0.86
 2017 312    39    30    14.3     0.0    14.3    0.00    3.36      0.0     0.0     7.6     6.7    4.27    2.71     0.0    2.1    1.1    0.47    0.92
 2017 313    40    31    15.0     0.0    15.0    0.00    3.36      0.0     0.0     8.0     6.9    4.27    2.70     0.0    2.1    1.1    0.50    0.98
 2017 314    41    32    15.1     0.0    15.1    0.00    3.34      0.0     0.0     8.1     7.0    4.24    2.68     0.0    2.1    0.3    0.55    1.05
 2017 315    42    33    16.0     0.0    16.0    0.00    3.37      0.0     0.0     8.7     7.3    4.28    2.69     3.4    2.1    1.3    0.59    1.12
 2017 316    43    34    16.2     0.0    16.2    0.00    3.35      0.0     0.0     8.8     7.4    4.25    2.67     3.4    2.1    0.4    0.64    1.21
 2017 317    44    35    17.0     0.0    17.0    0.00    3.37      0.0     0.0     9.3     7.7    4.27    2.68     3.3    2.1    1.2    0.68    1.28
 2017 318    45    36    17.9     0.0    17.8    0.00    3.37      0.0     0.0     9.9     8.0    4.27    2.67     3.3    2.1    1.3    0.73    1.37
 2017 319    46    37    18.9     0.0    18.9    0.00    3.37      0.0     0.0    10.5     8.4    4.27    2.67     3.3    2.1    1.6    0.78    1.44
 2017 320    47    38    19.9     0.0    19.7    0.00    3.37      0.0     0.0    11.0     8.7    4.26    2.67     3.3    2.1    1.4    0.84    1.53
 2017 321    48    39    21.0     0.0    20.8    0.00    3.38      0.0     0.0    11.7     9.1    4.26    2.67     3.3    2.1    1.7    0.91    1.62
 2017 322    49    40    22.1     0.0    21.8    4.54    3.38      0.0     0.0    12.3     9.5    4.26    2.66     3.3    2.1    1.6    0.97    1.70
 2017 323    50    41    23.0     0.0    22.6    4.55    3.37      0.0     0.0    12.8     9.8    4.25    2.66     3.3    2.1    1.3    1.04    1.80
 2017 324    51    42    24.2     0.0    23.8    4.53    3.39      0.0     0.0    13.5    10.2    4.26    2.66     3.3    2.1    1.9    1.10    1.88
 2017 325    52    43    24.6     0.1    23.9    4.54    3.36      0.0     0.0    13.6    10.3    4.23    2.64     3.3    2.0    0.5    1.19    2.00
 2017 326    53    44    25.7     0.1    24.8    4.56    3.37      0.0     0.0    14.2    10.6    4.25    2.65     3.3    2.1    1.6    1.27    2.11
 2017 327    54    45    26.1     0.1    24.9    4.58    3.35      0.0     0.0    14.3    10.7    4.22    2.63     3.3    2.0    0.6    1.36    2.24
 2017 328    55    46    26.6     0.2    25.2    4.57    3.34      0.0     0.0    14.4    10.7    4.22    2.61     3.3    2.0    0.8    1.45    2.36
 2017 329    56    47    28.1     0.2    26.6    4.56    3.37      0.0     0.0    15.3    11.3    4.24    2.63     3.3    2.0    2.2    1.52    2.46
 2017 330    57    48    29.4     0.2    27.6    4.56    3.37      0.0     0.0    16.0    11.7    4.24    2.63     3.3    2.0    1.9    1.59    2.57
 2017 331    58    49    29.5     0.1    28.8    4.54    3.37      0.0     0.0    16.7    12.1    4.24    2.63     3.3    2.0    2.0    2.74    2.68
 2017 332    59    50    30.7     0.1    29.8    4.56    3.36      0.0     0.0    17.3    12.5    4.23    2.62     3.3    2.0    1.8    2.83    2.81
 2017 333    60    51    31.9     0.1    30.7    4.58    3.36      0.0     0.0    17.9    12.9    4.22    2.62     3.3    2.0    1.7    2.94    2.96
 2017 334    61    52    32.6     0.1    31.8    4.60    3.36      0.0     0.0    18.5    13.3    4.22    2.61     3.3    2.0    1.9    3.53    3.10
 2017 335    62    53    34.0     0.1    32.9    4.59    3.36      0.0     0.0    19.2    13.7    4.22    2.61     3.3    2.0    2.0    3.64    3.25
 2017 336    63    54    35.4     0.2    34.0    4.59    3.36      0.0     0.0    19.9    14.1    4.22    2.61     3.3    2.0    2.0    3.75    3.39
 2017 337    64    55    36.4     0.2    34.7    4.58    3.35      0.0     0.0    20.3    14.4    4.21    2.60     3.3    2.0    1.5    3.87    3.54
 2017 338    65    56    36.9     0.2    35.5    4.58    3.35      0.0     0.0    20.8    14.7    4.21    2.59     3.3    2.0    1.7    4.59    3.70
 2017 339    66    57    38.4     0.2    36.6    4.59    3.35      0.0     0.0    21.5    15.1    4.21    2.59     3.3    2.0    2.1    4.72    3.87
 2017 340    67    58    39.7     0.3    37.5    4.60    3.34      0.0     0.0    22.0    15.4    4.20    2.59     3.3    2.0    1.9    4.86    4.03
 2017 341    68    59    39.2     0.1    37.7    4.61    3.33      0.0     0.0    22.2    15.5    4.19    2.57     3.3    2.0    1.1    6.05    4.22
 2017 342    69    60    40.2     0.2    38.3    4.65    3.32      0.0     0.0    22.5    15.7    4.19    2.57     3.3    2.0    1.5    6.17    4.40
 2017 343    70    61    40.5     0.2    38.4    4.63    3.32      0.0     0.0    22.6    15.8    4.18    2.56     3.3    2.0    0.5    6.27    4.52
 2017 344    71    62    42.5     0.3    40.1    4.63    3.35      0.0     0.0    23.7    16.5    4.21    2.59     3.3    2.0    2.7    6.31    4.58
 2017 345    72    63    43.2     0.1    41.6    4.63    3.35      0.0     0.0    24.6    17.0    4.22    2.59     3.3    2.0    2.3    7.15    4.66
 2017 346    73    64    44.9     0.2    43.1    4.61    3.36      0.0     0.0    25.5    17.6    4.22    2.59     3.3    2.0    2.4    7.21    4.78
 2017 347    74    65    46.7     0.2    44.8    4.61    3.37      0.0     0.0    26.5    18.3    4.22    2.60     3.3    2.0    2.7    7.30    4.88
 2017 348    75    66    47.9     0.2    46.1    4.59    3.37      0.0     0.0    27.3    18.8    4.22    2.60     3.3    2.0    2.1    7.63    5.01
 2017 349    76    67    49.4     0.3    47.1    4.57    3.36      0.0     0.0    27.9    19.2    4.21    2.60     3.3    2.0    2.2    7.82    5.20
 2017 350    77    68    51.1     0.3    48.4    4.56    3.36      0.0     0.0    28.7    19.7    4.21    2.59     3.3    2.0    2.5    8.01    5.39
 2017 351    78    69    52.8     0.4    49.5    4.56    3.36      0.0     0.0    29.4    20.1    4.21    2.59     3.3    2.0    2.4    8.22    5.59
 2017 352    79    70    52.4     0.2    50.3    4.59    3.35      0.0     0.0    29.9    20.4    4.20    2.58     3.3    2.0    2.2   10.03    5.81
 2017 353    80    71    53.9     0.3    51.2    4.60    3.35      0.0     0.0    30.5    20.8    4.20    2.58     3.3    2.0    2.2   10.22    6.04
 2017 354    81    72    55.3     0.4    52.0    4.59    3.34      0.0     0.0    30.9    21.1    4.19    2.57     3.3    2.0    2.0   10.39    6.27
 2017 355    82    73    55.0     0.3    52.6    4.60    3.33      0.0     0.0    31.2    21.3    4.19    2.56     3.3    2.0    1.9   11.93    6.52
 2017 356    83    74    56.5     0.3    53.3    4.59    3.33      0.0     0.0    31.7    21.6    4.19    2.56     3.3    2.0    2.2   12.19    6.75
 2017 357    84    75    58.1     0.5    54.0    4.58    3.33      0.0     0.0    32.1    21.9    4.19    2.55     3.3    2.0    2.2   12.40    6.98
 2017 358    85    76    59.9     0.6    54.9    4.58    3.33      0.0     0.0    32.7    22.2    4.19    2.55     3.3    2.0    2.5   12.61    7.21
 2017 359    86    77    59.5     0.3    56.0    4.55    3.33      0.0     0.0    33.3    22.7    4.19    2.55     3.3    2.0    2.9   14.94    7.43
 2017 360    87    78    60.8     0.4    56.3    4.54    3.32      0.0     0.0    33.5    22.8    4.19    2.55     3.3    2.0    1.7   15.09    7.64
 2017 361    88    79    62.7     0.6    57.1    4.54    3.32      0.0     0.0    34.0    23.1    4.19    2.54     3.3    2.0    2.6   15.31    7.88
 2017 362    89    80    62.2     0.5    57.4    4.54    3.31      0.0     0.0    34.2    23.2    4.19    2.54     3.3    2.0    2.3   17.49    8.13
 2017 363    90    81    63.7     0.6    57.8    4.54    3.31      0.0     0.0    34.4    23.4    4.19    2.53     3.3    1.9    2.0   17.69    8.32
 2017 364    91    82    65.9     0.7    59.2    4.53    3.32      0.0     0.0    35.3    23.9    4.20    2.54     3.3    2.0    3.0   17.83    8.50
 2017 365    92    83    68.3     0.9    60.7    4.53    3.33      0.0     0.0    36.2    24.5    4.21    2.55     3.3    2.0    3.2   17.99    8.67
 2018 001    93    84    68.3     0.9    60.7    4.53    3.33      0.0     0.0    36.2    24.5    4.21    2.55     3.3    2.0    3.2   17.99    8.67

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:23

*RUN   5        : Brilliance                CRGRO048 UFBA1701    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2017 282     9     0     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.02
 2017 283    10     1     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.03
 2017 284    11     2     4.5     0.0     4.5    0.00    3.53      0.0     0.0     2.2     2.3    4.39    2.99     0.0    2.3    0.3    0.01    0.05
 2017 285    12     3     4.6     0.0     4.6    0.00    3.49      0.0     0.0     2.1     2.5    4.38    2.97     0.0    2.3    0.2    0.02    0.06
 2017 286    13     4     4.8     0.0     4.8    0.00    3.46      0.0     0.0     2.1     2.6    4.37    2.96     0.0    2.3    0.2    0.03    0.08
 2017 287    14     5     4.9     0.0     4.9    0.00    3.43      0.0     0.0     2.1     2.8    4.37    2.95     0.0    2.2    0.2    0.04    0.10
 2017 288    15     6     5.0     0.0     5.0    0.00    3.40      0.0     0.0     2.1     2.9    4.36    2.93     0.0    2.2    0.2    0.05    0.12
 2017 289    16     7     5.2     0.0     5.2    0.00    3.37      0.0     0.0     2.1     3.1    4.35    2.92     0.0    2.2    0.3    0.05    0.13
 2017 290    17     8     5.2     0.0     5.2    0.00    3.34      0.0     0.0     2.1     3.1    4.34    2.90     0.0    2.2    0.1    0.06    0.16
 2017 291    18     9     5.3     0.0     5.3    0.00    3.32      0.0     0.0     2.1     3.3    4.33    2.89     0.0    2.2    0.3    0.07    0.18
 2017 292    19    10     5.5     0.0     5.5    0.00    3.30      0.0     0.0     2.1     3.4    4.32    2.88     0.0    2.2    0.3    0.08    0.21
 2017 293    20    11     5.7     0.0     5.7    0.00    3.30      0.0     0.0     2.2     3.5    4.32    2.87     0.0    2.2    0.3    0.09    0.23
 2017 294    21    12     6.0     0.0     6.0    0.00    3.29      0.0     0.0     2.4     3.6    4.32    2.85     0.0    2.2    0.3    0.10    0.26
 2017 295    22    13     6.2     0.0     6.2    0.00    3.29      0.0     0.0     2.5     3.7    4.31    2.84     0.0    2.2    0.3    0.11    0.28
 2017 296    23    14     6.4     0.0     6.4    0.00    3.29      0.0     0.0     2.6     3.8    4.31    2.83     0.0    2.2    0.3    0.12    0.31
 2017 297    24    15     6.7     0.0     6.7    0.00    3.28      0.0     0.0     2.8     3.9    4.30    2.81     0.0    2.1    0.4    0.13    0.33
 2017 298    25    16     7.1     0.0     7.1    0.00    3.30      0.0     0.0     3.0     4.1    4.31    2.81     0.0    2.1    0.7    0.14    0.36
 2017 299    26    17     7.7     0.0     7.7    0.00    3.31      0.0     0.0     3.3     4.3    4.31    2.80     0.0    2.1    0.7    0.16    0.38
 2017 300    27    18     8.1     0.0     8.1    0.00    3.31      0.0     0.0     3.6     4.5    4.31    2.79     0.0    2.1    0.7    0.17    0.41
 2017 301    28    19     8.3     0.0     8.3    0.00    3.29      0.0     0.0     3.7     4.6    4.28    2.77     0.0    2.1    0.2    0.19    0.45
 2017 302    29    20     8.9     0.0     8.9    0.00    3.32      0.0     0.0     4.1     4.8    4.32    2.78     0.0    2.1    0.9    0.21    0.47
 2017 303    30    21     9.6     0.0     9.6    0.00    3.34      0.0     0.0     4.5     5.1    4.32    2.78     0.0    2.1    0.9    0.22    0.50
 2017 304    31    22    10.2     0.0    10.2    0.00    3.35      0.0     0.0     4.9     5.3    4.32    2.77     0.0    2.1    0.9    0.24    0.53
 2017 305    32    23    10.8     0.0    10.8    0.00    3.35      0.0     0.0     5.3     5.5    4.30    2.76     0.0    2.1    0.8    0.26    0.57
 2017 306    33    24    11.4     0.0    11.4    0.00    3.35      0.0     0.0     5.7     5.7    4.30    2.75     0.0    2.1    0.9    0.29    0.61
 2017 307    34    25    11.9     0.0    11.9    0.00    3.35      0.0     0.0     6.0     5.9    4.29    2.74     0.0    2.1    0.8    0.32    0.66
 2017 308    35    26    12.5     0.0    12.5    0.00    3.36      0.0     0.0     6.4     6.1    4.29    2.74     0.0    2.1    1.0    0.35    0.72
 2017 309    36    27    13.2     0.0    13.2    0.00    3.36      0.0     0.0     6.9     6.4    4.29    2.73     0.0    2.1    1.1    0.38    0.77
 2017 310    37    28    13.7     0.0    13.7    0.00    3.36      0.0     0.0     7.2     6.6    4.28    2.72     0.0    2.1    0.8    0.41    0.83
 2017 311    38    29    14.5     0.0    14.5    0.00    3.37      0.0     0.0     7.7     6.8    4.28    2.72     0.0    2.1    1.2    0.45    0.90
 2017 312    39    30    15.3     0.0    15.3    0.00    3.37      0.0     0.0     8.2     7.1    4.28    2.71     0.0    2.1    1.2    0.49    0.96
 2017 313    40    31    16.1     0.0    16.1    0.00    3.37      0.0     0.0     8.7     7.4    4.28    2.71     0.0    2.1    1.2    0.53    1.03
 2017 314    41    32    16.2     0.0    16.2    0.00    3.35      0.0     0.0     8.8     7.5    4.25    2.68     0.0    2.1    0.3    0.58    1.11
 2017 315    42    33    17.2     0.0    17.2    0.00    3.38      0.0     0.0     9.4     7.8    4.28    2.70     3.4    2.1    1.5    0.62    1.18
 2017 316    43    34    17.5     0.0    17.5    0.00    3.36      0.0     0.0     9.6     7.9    4.26    2.68     3.4    2.1    0.5    0.67    1.27
 2017 317    44    35    18.4     0.0    18.4    0.00    3.38      0.0     0.0    10.1     8.3    4.28    2.69     3.3    2.1    1.4    0.71    1.36
 2017 318    45    36    19.4     0.0    19.3    0.00    3.38      0.0     0.0    10.7     8.6    4.27    2.68     3.3    2.1    1.5    0.77    1.45
 2017 319    46    37    20.6     0.0    20.5    0.00    3.39      0.0     0.0    11.4     9.0    4.27    2.68     3.3    2.1    1.8    0.82    1.53
 2017 320    47    38    21.7     0.0    21.4    0.00    3.38      0.0     0.0    12.0     9.4    4.26    2.68     3.3    2.1    1.6    0.90    1.63
 2017 321    48    39    23.0     0.0    22.6    0.00    3.39      0.0     0.0    12.8     9.8    4.27    2.68     3.3    2.1    1.9    0.99    1.72
 2017 322    49    40    24.3     0.0    23.7    4.54    3.39      0.0     0.0    13.4    10.3    4.26    2.67     3.3    2.1    1.9    1.06    1.82
