*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2015 054   146   137   111.4     1.6    97.5    4.55    3.25      0.0     0.0    58.7    38.8    4.17    2.43     3.3    1.9    4.0  108.19   19.55
 2015 055   147   138   114.1     2.3    96.0    4.55    3.23      0.0     0.0    57.8    38.3    4.16    2.41     3.3    1.9    3.1  108.85   19.91
 2015 056   148   139   115.7     2.9    94.5    4.55    3.21      0.0     0.0    56.8    37.7    4.15    2.40     3.3    1.8    2.0  109.42   20.25
 2015 057   149   140   105.1     1.6    93.1    4.54    3.20      0.0     0.0    55.9    37.2    4.13    2.38     3.3    1.8    1.9  119.89   20.55
 2015 058   150   141   106.4     2.0    92.1    4.53    3.19      0.0     0.0    55.3    36.8    4.13    2.37     3.3    1.8    1.6  120.12   20.77
 2015 059   151   142   106.3     2.7    91.0    4.53    3.17      0.0     0.0    54.6    36.4    4.11    2.36     3.2    1.8    0.0  120.37   21.03
 2015 060   152   143   108.9     3.2    89.6    4.55    3.15      0.0     0.0    53.7    35.9    4.10    2.34     3.2    1.8    5.2  120.67   21.35
 2015 061   153   144    98.6     1.6    88.3    4.60    3.14      0.0     0.0    52.9    35.4    4.09    2.33     3.2    1.8    3.6  132.20   21.67
 2015 062   154   145   101.7     2.2    87.8    4.60    3.12      0.0     0.0    52.5    35.2    4.07    2.32     3.3    1.8    4.0  132.58   21.96
 2015 063   155   146   105.2     2.8    87.1    4.61    3.11      0.0     0.0    52.1    35.0    4.06    2.30     3.3    1.7    4.2  132.99   22.25
 2015 064   156   147    95.4     1.2    86.2    4.62    3.09      0.0     0.0    51.6    34.7    4.05    2.29     3.3    1.7    3.8  143.97   22.55
 2015 065   157   148    98.0     1.6    86.4    4.61    3.08      0.0     0.0    51.7    34.8    4.04    2.28     3.3    1.7    3.7  144.27   22.81
 2015 066   158   149   100.7     1.9    86.8    4.59    3.08      0.0     0.0    51.9    34.9    4.03    2.28     3.3    1.7    3.7  144.61   23.06
 2015 067   159   150   104.2     2.3    86.8    4.58    3.07      0.0     0.0    51.8    34.9    4.02    2.27     3.3    1.7    4.5  145.01   23.33
 2015 068   160   151    95.7     0.8    86.7    4.58    3.05      0.0     0.0    51.7    34.9    4.01    2.26     3.3    1.7    4.4  155.30   23.61
 2015 069   161   152    98.8     1.2    87.0    4.61    3.05      0.0     0.0    51.9    35.1    4.00    2.25     3.3    1.7    4.3  155.78   23.89
 2015 070   162   153   101.5     1.7    86.5    4.63    3.03      0.0     0.0    51.6    34.9    3.99    2.24     3.3    1.7    3.4  156.18   24.18
 2015 071   163   154    99.2     1.3    86.3    4.68    3.02      0.0     0.0    51.5    34.9    3.98    2.23     3.3    1.7    4.4  161.32   24.47
 2015 072   164   155   102.4     1.8    86.3    4.68    3.01      0.0     0.0    51.5    34.9    3.97    2.22     3.3    1.7    4.4  161.86   24.76
 2015 073   165   156   105.8     2.4    86.0    4.68    3.00      0.0     0.0    51.2    34.8    3.96    2.21     3.3    1.7    4.4  162.45   25.04
 2015 074   166   157   109.4     3.0    85.7    4.67    2.99      0.0     0.0    51.0    34.7    3.95    2.20     3.3    1.7    4.8  163.03   25.32
 2015 075   167   158   100.2     1.6    85.6    4.65    2.98      0.0     0.0    50.9    34.7    3.94    2.19     3.3    1.7    5.0  174.47   25.59
 2015 076   168   159   104.1     2.1    86.0    4.64    2.97      0.0     0.0    51.2    34.9    3.93    2.18     3.3    1.7    5.3  174.92   25.86
 2015 077   169   160   107.7     2.7    85.9    4.65    2.96      0.0     0.0    51.1    34.9    3.92    2.17     3.3    1.7    4.6  175.38   26.13
 2015 078   170   161   100.4     1.7    85.6    4.65    2.95      0.0     0.0    50.8    34.8    3.91    2.16     3.2    1.6    4.4  184.93   26.41
 2015 079   171   162   104.2     2.2    86.0    4.64    2.94      0.0     0.0    51.0    34.9    3.90    2.16     3.3    1.6    5.2  185.39   26.68
 2015 080   172   163   108.0     2.8    86.0    4.63    2.93      0.0     0.0    51.1    35.0    3.89    2.15     3.3    1.6    5.0  185.88   26.94
 2015 081   173   164   111.7     3.4    85.9    4.63    2.92      0.0     0.0    50.9    34.9    3.88    2.14     3.2    1.6    4.7  186.35   27.20
 2015 082   174   165    97.4     1.4    84.6    4.61    2.90      0.0     0.0    50.1    34.5    3.87    2.13     3.2    1.6    2.6  200.59   27.49
 2015 083   175   166   100.9     2.0    84.0    4.61    2.89      0.0     0.0    49.7    34.3    3.86    2.12     3.2    1.6    4.6  200.99   27.76
 2015 084   176   167   104.7     2.7    83.4    4.61    2.87      0.0     0.0    49.4    34.1    3.84    2.10     3.3    1.6    4.7  201.41   28.02
 2015 085   177   168    99.0     2.0    82.8    4.63    2.86      0.0     0.0    48.9    33.8    3.83    2.09     3.2    1.6    4.7  209.85   28.27
 2015 086   178   169   101.3     2.6    81.6    4.62    2.84      0.0     0.0    48.2    33.4    3.82    2.08     3.2    1.6    2.4  210.16   28.53
 2015 087   179   170   105.7     3.1    83.2    4.60    2.85      0.0     0.0    49.2    34.0    3.82    2.08     3.2    1.6    6.7  210.34   28.71

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:49

*RUN   7        : Sensation                 CRGRO048 UFWM1401    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Sensation                 CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2014 282     9     0     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.02
 2014 283    10     1     4.4     0.0     4.4    0.00    3.56      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.03
 2014 284    11     2     4.5     0.0     4.5    0.00    3.52      0.0     0.0     2.1     2.4    4.39    2.99     0.0    2.3    0.4    0.01    0.05
 2014 285    12     3     4.7     0.0     4.7    0.00    3.48      0.0     0.0     2.1     2.5    4.38    2.97     0.0    2.3    0.3    0.02    0.07
 2014 286    13     4     4.8     0.0     4.8    0.00    3.44      0.0     0.0     2.1     2.7    4.37    2.95     0.0    2.2    0.3    0.03    0.08
 2014 287    14     5     4.9     0.0     4.9    0.00    3.41      0.0     0.0     2.1     2.8    4.36    2.93     0.0    2.2    0.1    0.04    0.11
 2014 288    15     6     5.0     0.0     5.0    0.00    3.38      0.0     0.0     2.1     2.9    4.34    2.92     0.0    2.2    0.3    0.05    0.13
 2014 289    16     7     5.2     0.0     5.2    0.00    3.34      0.0     0.0     2.0     3.1    4.33    2.90     0.0    2.2    0.3    0.07    0.15
 2014 290    17     8     5.4     0.0     5.4    0.00    3.30      0.0     0.0     2.0     3.3    4.32    2.89     0.0    2.2    0.3    0.08    0.17
 2014 291    18     9     5.6     0.0     5.6    0.00    3.28      0.0     0.0     2.1     3.5    4.31    2.87     0.0    2.2    0.4    0.09    0.19
 2014 292    19    10     5.8     0.0     5.8    0.00    3.25      0.0     0.0     2.1     3.7    4.30    2.86     0.0    2.2    0.3    0.10    0.22
 2014 293    20    11     6.0     0.0     6.0    0.00    3.24      0.0     0.0     2.2     3.8    4.29    2.84     0.0    2.2    0.4    0.11    0.24
 2014 294    21    12     6.2     0.0     6.2    0.00    3.23      0.0     0.0     2.3     3.9    4.28    2.82     0.0    2.1    0.2    0.12    0.27
 2014 295    22    13     6.5     0.0     6.5    0.00    3.24      0.0     0.0     2.5     4.0    4.29    2.81     0.0    2.1    0.4    0.13    0.30
 2014 296    23    14     6.9     0.0     6.9    0.00    3.24      0.0     0.0     2.7     4.1    4.29    2.79     0.0    2.1    0.5    0.14    0.33
 2014 297    24    15     7.3     0.0     7.3    0.00    3.25      0.0     0.0     3.0     4.3    4.29    2.78     0.0    2.1    0.6    0.16    0.36
 2014 298    25    16     7.8     0.0     7.8    0.00    3.25      0.0     0.0     3.3     4.5    4.29    2.77     0.0    2.1    0.7    0.18    0.40
 2014 299    26    17     8.3     0.0     8.3    0.00    3.27      0.0     0.0     3.6     4.7    4.29    2.77     0.0    2.1    0.7    0.19    0.42
 2014 300    27    18     8.8     0.0     8.8    0.00    3.27      0.0     0.0     3.9     4.9    4.29    2.76     0.0    2.1    0.8    0.21    0.46
 2014 301    28    19     9.3     0.0     9.3    0.00    3.28      0.0     0.0     4.2     5.1    4.29    2.75     0.0    2.1    0.8    0.23    0.49
 2014 302    29    20     9.8     0.0     9.8    0.00    3.28      0.0     0.0     4.5     5.3    4.28    2.73     0.0    2.1    0.7    0.25    0.54
 2014 303    30    21    10.2     0.0    10.2    0.00    3.28      0.0     0.0     4.8     5.4    4.27    2.72     0.0    2.1    0.6    0.27    0.58
 2014 304    31    22    10.9     0.0    10.9    0.00    3.29      0.0     0.0     5.2     5.7    4.28    2.72     0.0    2.1    1.0    0.30    0.63
 2014 305    32    23    11.6     0.0    11.6    0.00    3.31      0.0     0.0     5.7     5.9    4.29    2.72     0.0    2.1    1.1    0.32    0.66
 2014 306    33    24    12.5     0.0    12.5    0.00    3.33      0.0     0.0     6.2     6.2    4.29    2.72     0.0    2.1    1.2    0.34    0.69
 2014 307    34    25    13.3     0.0    13.3    0.00    3.34      0.0     0.0     6.7     6.5    4.29    2.72     0.0    2.1    1.2    0.36    0.73
 2014 308    35    26    14.0     0.0    14.0    0.00    3.34      0.0     0.0     7.2     6.8    4.28    2.71     0.0    2.1    1.0    0.39    0.79
 2014 309    36    27    14.7     0.0    14.7    0.00    3.34      0.0     0.0     7.6     7.0    4.27    2.70     0.0    2.1    1.0    0.43    0.85
 2014 310    37    28    15.3     0.0    15.3    0.00    3.34      0.0     0.0     8.0     7.2    4.27    2.69     0.0    2.1    1.0    0.47    0.92
 2014 311    38    29    16.2     0.0    16.2    0.00    3.35      0.0     0.0     8.6     7.6    4.27    2.69     0.0    2.1    1.4    0.51    0.99
 2014 312    39    30    16.9     0.0    16.9    0.00    3.35      0.0     0.0     9.1     7.8    4.26    2.68     0.0    2.1    1.1    0.56    1.05
 2014 313    40    31    17.2     0.0    17.2    0.00    3.33      0.0     0.0     9.3     7.9    4.24    2.66     0.0    2.1    0.6    0.61    1.12
 2014 314    41    32    18.3     0.0    18.3    0.00    3.36      0.0     0.0    10.0     8.3    4.26    2.67     0.0    2.1    1.7    0.66    1.19
 2014 315    42    33    19.4     0.0    19.4    0.00    3.36      0.0     0.0    10.7     8.7    4.26    2.67     3.4    2.1    1.6    0.71    1.27
 2014 316    43    34    20.7     0.0    20.6    0.00    3.37      0.0     0.0    11.5     9.2    4.26    2.67     3.4    2.1    1.8    0.76    1.35
 2014 317    44    35    21.9     0.0    21.8    0.00    3.38      0.0     0.0    12.2     9.6    4.26    2.67     3.3    2.1    1.8    0.81    1.43
 2014 318    45    36    22.6     0.0    22.4    4.51    3.37      0.0     0.0    12.6     9.8    4.25    2.66     3.3    2.1    1.0    0.87    1.51
 2014 319    46    37    24.0     0.0    23.6    4.51    3.39      0.0     0.0    13.4    10.2    4.26    2.67     3.3    2.1    2.0    0.94    1.60
 2014 320    47    38    25.1     0.0    24.5    4.53    3.38      0.0     0.0    13.9    10.6    4.25    2.66     3.3    2.1    1.6    1.02    1.70
 2014 321    48    39    25.6     0.1    24.6    4.56    3.36      0.0     0.0    14.0    10.6    4.23    2.64     3.3    2.0    0.7    1.10    1.82
 2014 322    49    40    26.1     0.1    24.8    4.56    3.36      0.0     0.0    14.1    10.7    4.23    2.64     3.3    2.0    0.6    1.14    1.89
 2014 323    50    41    27.4     0.1    26.0    4.56    3.38      0.0     0.0    14.9    11.1    4.25    2.65     3.3    2.1    1.9    1.18    1.94
 2014 324    51    42    28.7     0.2    27.1    4.56    3.39      0.0     0.0    15.6    11.5    4.25    2.66     3.3    2.1    1.9    1.22    2.02
 2014 325    52    43    29.9     0.2    27.9    4.55    3.38      0.0     0.0    16.1    11.8    4.24    2.65     3.3    2.1    1.6    1.32    2.12
 2014 326    53    44    30.5     0.3    28.0    4.55    3.36      0.0     0.0    16.1    11.8    4.22    2.63     3.3    2.0    0.8    1.42    2.26
 2014 327    54    45    31.6     0.4    28.5    4.58    3.36      0.0     0.0    16.5    12.0    4.22    2.62     3.3    2.0    1.5    1.53    2.40
 2014 328    55    46    32.4     0.4    29.0    4.61    3.35      0.0     0.0    16.8    12.2    4.22    2.62     3.3    2.0    1.4    1.88    2.54
 2014 329    56    47    32.6     0.5    28.9    4.62    3.33      0.0     0.0    16.7    12.1    4.19    2.59     3.3    2.0    0.3    1.98    2.69
 2014 330    57    48    33.4     0.6    29.4    4.60    3.34      0.0     0.0    17.0    12.3    4.21    2.60     3.3    2.0    1.1    2.05    2.79
 2014 331    58    49    35.3     0.7    31.0    4.60    3.36      0.0     0.0    18.0    12.9    4.23    2.61     3.3    2.0    2.6    2.10    2.88
 2014 332    59    50    37.1     0.7    32.6    4.60    3.38      0.0     0.0    19.1    13.6    4.24    2.63     3.3    2.0    2.5    2.14    2.95
 2014 333    60    51    38.8     0.8    34.1    4.59    3.38      0.0     0.0    20.0    14.1    4.24    2.63     3.2    2.0    2.4    2.22    3.05
 2014 334    61    52    40.3     0.9    35.3    4.58    3.38      0.0     0.0    20.7    14.5    4.23    2.62     3.2    2.0    2.2    2.32    3.19
 2014 335    62    53    38.3     0.3    36.2    4.56    3.37      0.0     0.0    21.3    14.9    4.22    2.62     3.2    2.0    1.9    5.09    3.34
 2014 336    63    54    39.3     0.4    36.8    4.56    3.36      0.0     0.0    21.7    15.1    4.21    2.61     3.2    2.0    1.4    5.22    3.51
 2014 337    64    55    40.5     0.4    37.6    4.56    3.36      0.0     0.0    22.2    15.4    4.21    2.60     3.2    2.0    1.8    5.35    3.68
 2014 338    65    56    41.3     0.4    38.7    4.56    3.36      0.0     0.0    22.9    15.8    4.21    2.60     3.2    2.0    2.1    6.10    3.86
 2014 339    66    57    42.6     0.4    39.6    4.56    3.35      0.0     0.0    23.4    16.1    4.20    2.59     3.2    2.0    1.9    6.24    4.04
 2014 340    67    58    44.0     0.5    40.5    4.57    3.35      0.0     0.0    24.0    16.5    4.20    2.58     3.2    2.0    2.0    6.39    4.22
 2014 341    68    59    44.7     0.6    40.8    4.57    3.34      0.0     0.0    24.2    16.6    4.19    2.57     3.2    2.0    1.0    6.53    4.39
 2014 342    69    60    43.2     0.3    40.6    4.55    3.32      0.0     0.0    24.1    16.5    4.18    2.56     3.2    2.0    0.5    8.04    4.54
 2014 343    70    61    45.5     0.3    42.5    4.55    3.36      0.0     0.0    25.2    17.2    4.22    2.59     3.2    2.0    3.1    8.14    4.66
 2014 344    71    62    47.6     0.4    44.4    4.55    3.37      0.0     0.0    26.4    17.9    4.23    2.60     3.2    2.0    3.0    8.19    4.77
 2014 345    72    63    49.2     0.3    46.2    4.55    3.38      0.0     0.0    27.5    18.6    4.23    2.60     3.2    2.0    2.9    8.75    4.87
 2014 346    73    64    50.2     0.4    47.1    4.55    3.38      0.0     0.0    28.1    19.0    4.23    2.61     3.2    2.0    1.5    8.80    4.97
 2014 347    74    65    52.4     0.4    48.9    4.55    3.39      0.0     0.0    29.3    19.7    4.24    2.61     3.2    2.0    3.0    8.91    5.09
 2014 348    75    66    54.5     0.5    50.8    4.55    3.40      0.0     0.0    30.4    20.4    4.24    2.62     3.2    2.0    3.0    9.01    5.22
 2014 349    76    67    56.0     0.4    52.5    4.55    3.40      0.0     0.0    31.5    21.0    4.24    2.62     3.2    2.0    2.9    9.62    5.35
 2014 350    77    68    58.1     0.5    54.2    4.55    3.40      0.0     0.0    32.5    21.7    4.24    2.62     3.2    2.0    2.9    9.75    5.50
 2014 351    78    69    59.8     0.6    55.4    4.54    3.40      0.0     0.0    33.3    22.1    4.24    2.62     3.2    2.0    2.4    9.90    5.69
 2014 352    79    70    60.9     0.4    57.4    4.54    3.41      0.0     0.0    34.5    22.9    4.24    2.63     3.2    2.0    3.2   10.93    5.84
 2014 353    80    71    62.9     0.5    58.9    4.54    3.40      0.0     0.0    35.4    23.5    4.24    2.62     3.2    2.0    2.8   11.08    6.04
 2014 354    81    72    64.8     0.6    60.2    4.53    3.40      0.0     0.0    36.2    23.9    4.23    2.62     3.2    2.0    2.7   11.27    6.27
 2014 355    82    73    64.7     0.6    60.4    4.54    3.38      0.0     0.0    36.3    24.0    4.22    2.60     3.2    2.0    1.4   12.32    6.52
 2014 356    83    74    65.7     0.7    60.4    4.55    3.37      0.0     0.0    36.4    24.0    4.21    2.59     3.2    2.0    1.4   12.55    6.81
 2014 357    84    75    66.9     0.9    60.7    4.57    3.37      0.0     0.0    36.5    24.1    4.21    2.58     3.2    2.0    1.6   12.78    7.09
 2014 358    85    76    65.4     0.6    60.3    4.58    3.35      0.0     0.0    36.3    24.0    4.19    2.57     3.2    2.0    1.0   14.77    7.37
 2014 359    86    77    66.9     0.7    60.9    4.57    3.35      0.0     0.0    36.7    24.2    4.20    2.57     3.2    2.0    2.0   14.95    7.57
 2014 360    87    78    68.3     0.9    61.2    4.56    3.35      0.0     0.0    36.8    24.3    4.20    2.56     3.2    2.0    1.7   15.11    7.78
 2014 361    88    79    69.9     1.1    61.2    4.57    3.34      0.0     0.0    36.8    24.4    4.19    2.55     3.2    2.0    2.0   15.35    8.05
 2014 362    89    80    72.1     1.4    61.6    4.57    3.33      0.0     0.0    37.1    24.5    4.19    2.55     3.2    1.9    2.7   15.60    8.30
 2014 363    90    81    70.7     1.0    61.7    4.56    3.32      0.0     0.0    37.1    24.5    4.18    2.54     3.2    1.9    2.4   18.47    8.56
 2014 364    91    82    70.7     1.3    60.7    4.55    3.30      0.0     0.0    36.6    24.2    4.16    2.51     3.2    1.9    0.0   18.68    8.82
 2014 365    92    83    71.2     1.6    60.3    4.55    3.29      0.0     0.0    36.3    24.0    4.16    2.50     3.2    1.9    0.7   18.88    9.04
 2015 001    93    84    73.0     1.9    60.2    4.54    3.29      0.0     0.0    36.2    24.0    4.17    2.50     3.2    1.9    2.0   19.08    9.28
 2015 002    94    85    70.5     1.5    59.9    4.55    3.28      0.0     0.0    36.0    23.9    4.16    2.49     3.2    1.9    2.1   22.77    9.53
 2015 003    95    86    72.6     1.8    59.8    4.58    3.27      0.0     0.0    36.0    23.9    4.16    2.48     3.2    1.9    2.5   23.04    9.80
 2015 004    96    87    75.0     2.2    60.0    4.59    3.27      0.0     0.0    36.1    23.9    4.15    2.47     3.2    1.9    2.9   23.34   10.06
 2015 005    97    88    71.5     1.6    60.2    4.57    3.26      0.0     0.0    36.2    24.0    4.15    2.47     3.2    1.9    2.3   27.97   10.28
 2015 006    98    89    74.0     1.9    60.8    4.56    3.26      0.0     0.0    36.6    24.3    4.16    2.47     3.2    1.9    3.1   28.16   10.51
 2015 007    99    90    77.1     2.1    62.9    4.56    3.28      0.0     0.0    37.8    25.1    4.18    2.48     3.2    1.9    4.1   28.28   10.67
 2015 008   100    91    75.7     1.4    65.2    4.56    3.30      0.0     0.0    39.2    25.9    4.20    2.50     3.2    1.9    3.8   31.78   10.79
 2015 009   101    92    77.8     1.5    66.4    4.56    3.31      0.0     0.0    40.0    26.4    4.20    2.50     3.2    1.9    2.6   31.87   10.94
 2015 010   102    93    80.4     1.7    68.1    4.56    3.31      0.0     0.0    41.0    27.1    4.20    2.51     3.2    1.9    3.5   32.09   11.09
 2015 011   103    94    82.5     2.0    68.1    4.55    3.30      0.0     0.0    41.0    27.1    4.19    2.50     3.2    1.9    2.6   32.40   11.33
 2015 012   104    95    78.7     1.5    67.1    4.56    3.28      0.0     0.0    40.4    26.7    4.17    2.47     3.2    1.9    0.6   36.12   11.62
 2015 013   105    96    81.2     1.8    67.4    4.56    3.29      0.0     0.0    40.6    26.8    4.19    2.48     3.2    1.9    3.1   36.36   11.88
 2015 014   106    97    82.0     2.2    66.5    4.55    3.27      0.0     0.0    40.0    26.5    4.17    2.46     3.2    1.9    0.9   36.57   12.11
 2015 015   107    98    77.6     1.6    66.1    4.54    3.26      0.0     0.0    39.7    26.3    4.17    2.46     3.2    1.9    0.8   40.91   12.29
 2015 016   108    99    80.8     1.8    68.2    4.54    3.29      0.0     0.0    41.0    27.1    4.20    2.48     3.2    1.9    4.2   41.06   12.48
 2015 017   109   100    83.8     2.0    70.1    4.54    3.30      0.0     0.0    42.2    27.9    4.21    2.49     3.2    1.9    3.9   41.23   12.67
 2015 018   110   101    86.3     2.3    71.3    4.53    3.30      0.0     0.0    42.9    28.3    4.21    2.49     3.2    1.9    3.2   41.45   12.90
 2015 019   111   102    82.8     1.3    73.6    4.53    3.32      0.0     0.0    44.3    29.2    4.23    2.50     3.2    1.9    4.5   47.40   13.10
 2015 020   112   103    84.1     1.5    73.5    4.53    3.31      0.0     0.0    44.3    29.2    4.22    2.49     3.2    1.9    1.7   47.64   13.31
 2015 021   113   104    87.1     1.9    74.2    4.53    3.31      0.0     0.0    44.7    29.5    4.23    2.49     3.2    1.9    3.7   47.97   13.56
 2015 022   114   105    84.4     1.1    73.9    4.53    3.31      0.0     0.0    44.5    29.4    4.23    2.49     3.2    1.9    3.4   52.81   13.83
 2015 023   115   106    86.6     1.6    72.9    4.54    3.29      0.0     0.0    43.9    29.0    4.21    2.47     3.2    1.9    2.4   53.08   14.12
 2015 024   116   107    89.5     2.0    73.0    4.54    3.29      0.0     0.0    43.9    29.1    4.22    2.47     3.3    1.9    3.4   53.28   14.33
 2015 025   117   108    93.0     2.3    74.8    4.54    3.30      0.0     0.0    45.1    29.8    4.23    2.48     3.3    1.9    4.7   53.38   14.48
 2015 026   118   109    92.8     1.9    75.5    4.54    3.30      0.0     0.0    45.4    30.0    4.23    2.47     3.3    1.9    4.1   56.59   14.69
 2015 027   119   110    96.3     2.2    77.0    4.54    3.30      0.0     0.0    46.4    30.6    4.23    2.48     3.3    1.9    4.7   56.80   14.84
 2015 028   120   111    99.9     2.5    78.7    4.54    3.30      0.0     0.0    47.4    31.3    4.22    2.48     3.3    1.9    4.8   56.94   15.01
 2015 029   121   112   103.4     2.8    80.0    4.54    3.30      0.0     0.0    48.2    31.8    4.22    2.48     3.3    1.9    4.6   57.08   15.20
 2015 030   122   113   106.5     3.2    81.0    4.54    3.30      0.0     0.0    48.8    32.2    4.21    2.48     3.3    1.9    4.2   57.36   15.40
 2015 031   123   114   109.9     3.6    81.8    4.54    3.29      0.0     0.0    49.3    32.5    4.21    2.47     3.3    1.9    4.6   57.81   15.61
 2015 032   124   115   113.4     4.2    82.4    4.53    3.28      0.0     0.0    49.6    32.7    4.20    2.47     3.3    1.9    4.5   58.07   15.86
 2015 033   125   116   105.4     3.0    81.6    4.53    3.27      0.0     0.0    49.1    32.5    4.19    2.46     3.2    1.9    2.7   66.90   16.12
 2015 034   126   117   108.6     3.3    82.9    4.53    3.27      0.0     0.0    49.9    33.0    4.19    2.46     3.2    1.9    4.9   67.13   16.29
 2015 035   127   118   111.7     4.0    82.1    4.53    3.26      0.0     0.0    49.4    32.7    4.18    2.44     3.2    1.9    3.3   67.48   16.56
 2015 036   128   119   102.2     2.8    81.1    4.52    3.24      0.0     0.0    48.8    32.3    4.17    2.43     3.2    1.9    1.2   76.45   16.81
 2015 037   129   120   105.8     3.2    82.0    4.52    3.24      0.0     0.0    49.4    32.7    4.16    2.43     3.2    1.9    5.9   76.61   17.01
 2015 038   130   121   109.7     3.7    82.9    4.52    3.24      0.0     0.0    49.9    33.0    4.16    2.42     3.2    1.9    5.0   76.86   17.24
 2015 039   131   122   113.6     4.3    83.1    4.52    3.23      0.0     0.0    50.0    33.1    4.15    2.42     3.2    1.8    4.8   77.13   17.48
 2015 040   132   123   103.9     3.1    81.9    4.52    3.21      0.0     0.0    49.2    32.7    4.14    2.40     3.2    1.8    0.8   85.87   17.74
 2015 041   133   124   107.6     3.6    82.5    4.52    3.21      0.0     0.0    49.6    32.9    4.13    2.40     3.2    1.8    6.3   86.03   17.94
 2015 042   134   125   111.8     4.1    83.4    4.52    3.20      0.0     0.0    50.1    33.3    4.13    2.39     3.2    1.8    5.4   86.27   18.14
 2015 043   135   126   110.0     3.5    84.6    4.52    3.20      0.0     0.0    50.9    33.7    4.13    2.39     3.2    1.8    5.3   91.24   18.32
 2015 044   136   127   113.9     3.8    86.9    4.53    3.21      0.0     0.0    52.3    34.6    4.13    2.40     3.2    1.8    5.5   91.32   18.46
 2015 045   137   128   117.7     4.2    88.7    4.54    3.21      0.0     0.0    53.4    35.3    4.13    2.40     3.2    1.8    5.2   91.61   18.60
 2015 046   138   129   121.7     4.8    89.3    4.53    3.21      0.0     0.0    53.8    35.6    4.12    2.40     3.2    1.8    5.1   92.05   18.83
 2015 047   139   130   115.9     3.8    88.8    4.53    3.20      0.0     0.0    53.4    35.4    4.12    2.39     3.2    1.8    4.5  100.36   19.09
 2015 048   140   131   119.0     4.7    87.6    4.53    3.18      0.0     0.0    52.7    34.9    4.10    2.38     3.2    1.8    3.4  100.66   19.38
 2015 049   141   132   123.1     5.2    89.4    4.53    3.18      0.0     0.0    53.7    35.6    4.10    2.38     3.2    1.8    6.2  100.78   19.56
 2015 050   142   133   120.1     4.0    92.2    4.53    3.19      0.0     0.0    55.5    36.7    4.11    2.39     3.2    1.8    5.2  105.95   19.65
 2015 051   143   134   123.3     4.2    94.1    4.54    3.20      0.0     0.0    56.6    37.5    4.11    2.40     3.2    1.8    4.2  106.12   19.75
 2015 052   144   135   127.3     4.8    94.9    4.54    3.20      0.0     0.0    57.1    37.8    4.11    2.39     3.2    1.8    4.7  106.28   19.97
 2015 053   145   136   130.6     5.8    93.7    4.54    3.18      0.0     0.0    56.3    37.3    4.10    2.38     3.2    1.8    4.0  107.07   20.29
 2015 054   146   137   122.1     4.2    92.4    4.54    3.17      0.0     0.0    55.5    36.8    4.08    2.37     3.2    1.8    4.5  117.04   20.62
 2015 055   147   138   125.3     5.3    90.9    4.55    3.15      0.0     0.0    54.6    36.3    4.07    2.35     3.2    1.8    3.5  117.36   20.96
 2015 056   148   139   127.4     6.3    89.5    4.55    3.13      0.0     0.0    53.7    35.8    4.06    2.33     3.2    1.8    2.3  117.66   21.29
 2015 057   149   140   112.6     3.6    88.3    4.54    3.12      0.0     0.0    53.0    35.3    4.04    2.32     3.2    1.8    2.0  130.81   21.57
 2015 058   150   141   113.9     4.0    87.6    4.54    3.11      0.0     0.0    52.5    35.1    4.04    2.31     3.2    1.8    1.7  131.01   21.79
 2015 059   151   142   113.9     4.6    86.5    4.53    3.09      0.0     0.0    51.8    34.7    4.02    2.30     3.2    1.7    0.0  131.22   22.04
 2015 060   152   143   116.4     5.4    85.8    4.55    3.08      0.0     0.0    51.4    34.4    4.01    2.28     3.2    1.7    5.5  131.55   22.35
 2015 061   153   144   101.9     2.5    85.7    4.59    3.06      0.0     0.0    51.3    34.4    4.00    2.27     3.2    1.7    3.8  145.40   22.66
 2015 062   154   145   104.9     3.1    86.0    4.59    3.05      0.0     0.0    51.5    34.6    3.99    2.27     3.2    1.7    4.3  145.81   22.95
 2015 063   155   146   108.1     3.7    86.3    4.59    3.05      0.0     0.0    51.6    34.7    3.98    2.26     3.2    1.7    4.5  146.23   23.23
