*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
!                                                                                                                                                                                                                                                           Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                           0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RLAD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 014   106    97   30.0      5  1.389    906   1022     22    974   1928   2018   1693     1.3  0.011     90      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  24.43   0.04      0     90  153.2   0.21   0.42    0.0   1.80    102    2.32    2.23    1.36    0.98    0.71    0.42    0.20    0.09    0.03      585     562
 2015 015   107    98   30.1      5  1.380    900   1017     13    967   1917   1917   1979     0.7  0.007      0     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16   0.00   0.00      0      0  153.3   0.21   0.42    0.0   1.80    101    2.30    2.21    1.35    0.97    0.71    0.42    0.20    0.09    0.03      594     571
 2015 016   108    99   30.2      5  1.401    920   1037     17    984   1957   1990   1502     1.1  0.009     34     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  50.65   0.02      0     34  152.4   0.21   0.43    0.0   1.80    103    2.33    2.25    1.37    0.99    0.72    0.43    0.20    0.09    0.03      604     580
 2015 017   109   100   30.3      5  1.426    942   1060     20   1005   2002   2068   1744     1.2  0.010     65      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  31.31   0.03      0     65  151.4   0.21   0.43    0.0   1.80    105    2.37    2.29    1.39    1.01    0.73    0.44    0.21    0.09    0.03      614     589
 2015 018   110   101   30.5      5  1.439    953   1073     26   1014   2026   2140   1953     1.3  0.012    114     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  22.70   0.05      0    114  151.0   0.21   0.43    0.0   1.80    106    2.38    2.30    1.41    1.02    0.74    0.44    0.21    0.10    0.03      626     600
 2015 019   111   102   30.6      5  1.464    977   1097     15   1036   2074   2074   2279     0.6  0.007      0     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.00      0      0  150.0   0.21   0.43    0.0   1.80    108    2.42    2.34    1.43    1.04    0.75    0.45    0.22    0.10    0.04      636     610
 2015 020   112   103   30.7      5  1.468    979   1101     19   1037   2080   2116   1726     1.1  0.009     36      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  52.43   0.02      0     36  150.0   0.21   0.43    0.0   1.80    108    2.42    2.34    1.43    1.04    0.75    0.45    0.22    0.10    0.04      647     620
 2015 021   113   104   30.9      5  1.481    989   1114     25   1045   2103   2192   1954     1.3  0.011     88     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  27.80   0.04      0     88  149.7   0.21   0.43    0.0   1.80    109    2.44    2.36    1.44    1.04    0.76    0.46    0.22    0.10    0.04      660     632
 2015 022   114   105   31.1      5  1.484    992   1119     15   1046   2111   2111   2476     0.6  0.007      0     13  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.00      0      0  149.6   0.21   0.43    0.0   1.80    109    2.44    2.36    1.44    1.05    0.76    0.46    0.22    0.10    0.04      679     645
 2015 023   115   106   31.2      5  1.479    986   1117     23   1039   2103   2174   2136     1.1  0.011     71     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  32.55   0.03      0     71  150.0   0.21   0.44    0.0   1.80    109    2.42    2.35    1.44    1.04    0.76    0.46    0.22    0.10    0.04      697     659
 2015 024   116   107   31.4      5  1.488    994   1127     28   1045   2121   2240   2415     1.2  0.013    120     13  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  23.82   0.05      0    120  149.7   0.21   0.44    0.0   1.80    109    2.43    2.36    1.44    1.05    0.76    0.46    0.22    0.10    0.04      710     669
 2015 025   117   108   31.4      5  1.511   1020   1153     32   1069   2173   2325   2672     1.2  0.014    152     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  21.24   0.07      0    152  148.1   0.21   0.44    0.0   1.80    111    2.48    2.40    1.47    1.07    0.78    0.47    0.23    0.11    0.04      718     677
 2015 026   118   109   31.6      5  1.523   1035   1170     20   1083   2205   2205   2905     0.7  0.009      0     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22   0.00   0.00      0      0  147.1   0.21   0.44    0.0   1.80    113    2.50    2.43    1.49    1.08    0.79    0.48    0.23    0.11    0.04      730     687
 2015 027   119   110   31.7      5  1.549   1064   1198     23   1108   2261   2292   2168     1.1  0.010     30     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24  76.17   0.01      0     30  145.6   0.22   0.44    0.0   1.80    115    2.55    2.48    1.52    1.10    0.80    0.49    0.24    0.11    0.04      738     695
 2015 028   120   111   31.8      5  1.573   1093   1227     26   1135   2321   2381   2520     1.0  0.011     60     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25  43.86   0.03      0     60  143.9   0.22   0.44    0.0   1.80    118    2.60    2.53    1.55    1.13    0.82    0.50    0.24    0.12    0.05      748     703
 2015 029   121   112   31.9      5  1.596   1117   1251     23   1156   2368   2368   2520     0.9  0.010      0     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   0.00   0.00      0      0  143.0   0.22   0.44    0.0   1.80    120    2.64    2.57    1.58    1.15    0.84    0.51    0.25    0.12    0.05      757     712
 2015 030   122   113   32.0      5  1.618   1137   1273     27   1174   2410   2448   2531     1.1  0.011     38     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26  71.88   0.02      0     38  142.3   0.22   0.44    0.0   1.80    122    2.68    2.60    1.60    1.17    0.85    0.52    0.26    0.12    0.05      773     722
 2015 031   123   114   32.2      5  1.638   1157   1294     33   1192   2451   2538   2833     1.2  0.013     87     15  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26  37.91   0.03      0     87  141.5   0.22   0.44    0.0   1.80    124    2.71    2.64    1.63    1.18    0.86    0.53    0.26    0.12    0.05      788     733
 2015 032   124   115   32.4      5  1.650   1169   1308     41   1201   2477   2634   3150     1.3  0.016    157     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26  26.19   0.06      0    157  141.1   0.22   0.44    0.0   1.80    125    2.73    2.66    1.64    1.19    0.87    0.53    0.26    0.13    0.05      807     746
 2015 033   125   116   32.5      5  1.643   1164   1306     23   1194   2469   2469   3427     0.7  0.009      0     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26   0.00   0.00      0      0  141.2   0.22   0.45    0.0   1.80    124    2.71    2.64    1.63    1.19    0.87    0.53    0.26    0.13    0.05      825     759
 2015 034   126   117   32.6      5  1.665   1187   1330     27   1215   2517   2551   2729     1.0  0.011     34     15  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27  78.74   0.01      0     34  140.3   0.22   0.45    0.0   1.80    126    2.75    2.68    1.66    1.20    0.88    0.54    0.27    0.13    0.06      839     768
 2015 035   127   118   32.8      5  1.662   1185   1331     36   1212   2516   2632   3218     1.1  0.014    116     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26  31.12   0.04      0    116  140.3   0.22   0.45    0.0   1.80    126    2.74    2.68    1.65    1.20    0.88    0.54    0.27    0.13    0.06      862     781
 2015 036   128   119   32.9      5  1.644   1172   1323     26   1197   2494   2494   3374     0.8  0.011      0     18  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24   0.00   0.00      0      0  140.3   0.22   0.45    0.0   1.80    125    2.71    2.65    1.63    1.19    0.87    0.53    0.26    0.13    0.06      877     794
 2015 037   129   120   33.0      5  1.662   1192   1344     32   1215   2536   2588   2953     1.1  0.012     51     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25  62.16   0.02      0     51  139.4   0.22   0.45    0.0   1.80    127    2.75    2.68    1.66    1.21    0.88    0.54    0.27    0.13    0.06      891     805
 2015 038   130   121   33.2      5  1.680   1211   1365     39   1231   2576   2691   3252     1.2  0.014    115     18  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25  34.01   0.04      0    115  138.7   0.22   0.45    0.0   1.80    128    2.78    2.71    1.68    1.22    0.89    0.55    0.27    0.13    0.06      905     817
 2015 039   131   122   33.3      5  1.689   1221   1377     48   1239   2598   2793   3797     1.3  0.017    194     21  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25  24.53   0.07      0    194  138.4   0.22   0.45    0.0   1.80    129    2.79    2.73    1.69    1.23    0.90    0.55    0.28    0.13    0.06      923     830
 2015 040   132   123   33.4      5  1.669   1207   1370     33   1223   2577   2577   4550     0.7  0.013      0     25  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23   0.00   0.00      0      0  138.3   0.22   0.45    0.0   1.80    128    2.76    2.70    1.67    1.21    0.89    0.54    0.27    0.13    0.06      941     844
 2015 041   133   124   33.5      5  1.681   1222   1387     41   1236   2609   2671   3559     1.1  0.015     62     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  66.18   0.02      0     62  137.5   0.22   0.46    0.0   1.80    129    2.79    2.72    1.68    1.23    0.90    0.55    0.28    0.14    0.06      953     855
 2015 042   134   125   33.6      5  1.699   1243   1409     48   1254   2652   2781   4071     1.2  0.017    129     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  37.49   0.05      0    129  136.7   0.22   0.46    0.0   1.80    131    2.82    2.76    1.71    1.24    0.91    0.56    0.28    0.14    0.06      966     866
 2015 043   135   126   33.7      5  1.717   1264   1432     31   1272   2696   2696   4325     0.7  0.012      0     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23   0.00   0.00      0      0  135.8   0.22   0.46    0.0   1.80    133    2.86    2.79    1.73    1.26    0.92    0.57    0.29    0.14    0.06      977     875
 2015 044   136   127   33.8      5  1.741   1297   1465     35   1302   2762   2793   3357     1.0  0.012     31     18  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  99.99   0.01      0     31  134.2   0.22   0.46    0.0   1.80    136    2.91    2.85    1.77    1.29    0.95    0.58    0.29    0.14    0.07      983     883
 2015 045   137   128   33.9      5  1.763   1326   1495     39   1328   2821   2890   3778     1.0  0.014     69     20  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  57.07   0.02      0     69  132.9   0.22   0.46    0.0   1.80    138    2.97    2.90    1.80    1.32    0.96    0.59    0.30    0.15    0.07      995     890
 2015 046   138   129   34.0      5  1.778   1343   1513     48   1341   2856   2996   4217     1.1  0.016    140     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  33.94   0.05      0    140  132.4   0.22   0.46    0.0   1.80    140    2.99    2.93    1.82    1.33    0.97    0.60    0.30    0.15    0.07     1013     903
 2015 047   139   130   34.2      5  1.777   1342   1516     35   1339   2858   2858   4664     0.7  0.012      0     25  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.00      0      0  132.4   0.22   0.46    0.0   1.80    140    2.99    2.93    1.82    1.33    0.97    0.60    0.30    0.15    0.07     1034     917
 2015 048   140   131   34.3      5  1.760   1328   1506     48   1324   2834   2948   3881     1.2  0.016    114     21  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  42.42   0.04      0    114  132.6   0.22   0.46    0.0   1.80    138    2.96    2.90    1.80    1.31    0.96    0.59    0.30    0.15    0.07     1057     933
 2015 049   141   132   34.4      5  1.778   1354   1533     54   1347   2888   3051   4275     1.3  0.018    163     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  33.24   0.05      0    163  131.3   0.22   0.46    0.0   1.80    141    3.00    2.94    1.83    1.34    0.98    0.60    0.31    0.15    0.07     1072     943
 2015 050   142   133   34.4      5  1.806   1392   1570     36   1380   2962   2962   4275     0.8  0.012      0     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20   0.00   0.00      0      0  129.7   0.22   0.46    0.0   1.80    144    3.07    3.01    1.87    1.37    1.00    0.62    0.31    0.16    0.07     1074     948
 2015 051   143   134   34.5      5  1.825   1419   1597     39   1404   3016   3044   3432     1.1  0.013     28     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  99.99   0.01      0     28  128.6   0.22   0.46    0.0   1.80    146    3.12    3.06    1.90    1.39    1.02    0.63    0.32    0.16    0.08     1079     954
 2015 052   144   135   34.6      5  1.842   1436   1617     46   1418   3053   3141   3790     1.2  0.015     88     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  52.14   0.03      0     88  128.3   0.22   0.46    0.0   1.80    148    3.14    3.08    1.92    1.40    1.03    0.64    0.32    0.16    0.08     1100     966
 2015 053   145   136   34.8      5  1.826   1422   1607     60   1403   3029   3239   4353     1.4  0.019    209     24  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  28.73   0.06      0    209  128.4   0.22   0.47    0.0   1.80    147    3.11    3.06    1.90    1.39    1.02    0.63    0.32    0.16    0.08     1135     983
 2015 054   146   137   35.0      5  1.809   1407   1597     36   1387   3004   3004   4731     0.8  0.012      0     26  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17   0.00   0.00      0      0  128.6   0.22   0.47    0.0   1.80    145    3.08    3.02    1.88    1.38    1.01    0.62    0.32    0.16    0.08     1164    1001
 2015 055   147   138   35.1      5  1.789   1389   1585     50   1370   2974   3094   3671     1.4  0.016    120     20  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  41.42   0.04      0    120  128.8   0.22   0.47    0.0   1.80    143    3.05    2.99    1.86    1.36    1.00    0.62    0.32    0.16    0.07     1197    1021
 2015 056   148   139   35.3      5  1.768   1370   1572     64   1350   2942   3154   4546     1.4  0.020    212     25  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15  30.35   0.07      0    212  129.0   0.22   0.47    0.0   1.80    142    3.01    2.95    1.84    1.34    0.99    0.61    0.31    0.16    0.07     1227    1039
 2015 057   149   140   35.4      5  1.748   1353   1560     36   1333   2913   2913   5167     0.7  0.012      0     28  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.13   0.00   0.00      0      0  129.2   0.22   0.47    0.0   1.80    140    2.98    2.92    1.82    1.33    0.98    0.60    0.31    0.16    0.07     1247    1056
 2015 058   150   141   35.4      5  1.734   1340   1551     45   1321   2891   2958   4268     1.0  0.015     67     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.13  66.67   0.02      0     67  129.3   0.22   0.47    0.0   1.80    139    2.95    2.89    1.80    1.32    0.97    0.60    0.31    0.15    0.07     1262    1068
 2015 059   151   142   35.5      5  1.718   1328   1543     59   1305   2871   2966   4729     1.2  0.020     95     26  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.11  61.77   0.03      0     95  129.3   0.22   0.48    0.0   1.80    137    2.92    2.86    1.78    1.30    0.96    0.59    0.30    0.15    0.07     1278    1083
 2015 060   152   143   35.6      5  1.698   1311   1531     70   1287   2842   3054   4729     1.5  0.023    212     26  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.10  32.83   0.07      0    212  129.5   0.22   0.48    0.0   1.80    136    2.88    2.83    1.76    1.29    0.94    0.58    0.30    0.15    0.07     1298    1100
 2015 061   153   144   35.6      5  1.679   1294   1520     35   1269   2814   2814   4729     0.7  0.013      0     28  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09   0.00   0.00      0      0  129.7   0.22   0.48    0.0   1.80    134    2.84    2.79    1.74    1.27    0.93    0.58    0.29    0.15    0.07     1317    1118
 2015 062   154   145   35.7      5  1.676   1290   1520     48   1263   2810   2916   3439     1.4  0.016    106     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.07  44.92   0.04      0    106  129.9   0.22   0.48    0.0   1.80    133    2.83    2.78    1.73    1.27    0.93    0.57    0.29    0.15    0.07     1339    1135
 2015 063   155   146   35.7      5  1.668   1283   1518     61   1254   2801   3027   4092     1.5  0.020    227     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.06  27.00   0.07      0    227  130.0   0.22   0.48    0.0   1.80    133    2.81    2.76    1.72    1.26    0.92    0.57    0.29    0.15    0.07     1362    1151
 2015 064   156   147   35.8      5  1.658   1273   1513     26   1243   2786   2786   4092     0.6  0.009      0     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.05   0.00   0.00      0      0  130.2   0.23   0.48    0.0   1.80    131    2.79    2.74    1.71    1.25    0.92    0.57    0.29    0.15    0.07     1381    1168
 2015 065   157   148   35.8      5  1.666   1279   1523     34   1246   2802   2874   2264     1.5  0.012     72     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.04  46.83   0.03      0     72  130.3   0.23   0.48    0.0   1.80    132    2.79    2.74    1.71    1.25    0.92    0.57    0.29    0.15    0.07     1399    1184
 2015 066   158   149   35.9      5  1.674   1286   1534     41   1250   2820   2961   2622     1.6  0.014    141     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.03  29.18   0.05      0    141  130.2   0.23   0.48    0.0   1.80    132    2.80    2.75    1.72    1.25    0.92    0.57    0.29    0.15    0.07     1418    1198
 2015 067   159   150   36.0      5  1.676   1288   1541     51   1250   2830   3075   3055     1.7  0.017    245     20  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.02  20.92   0.08      0    245  130.1   0.23   0.48    0.0   1.80    132    2.80    2.75    1.72    1.25    0.92    0.57    0.29    0.15    0.07     1440    1214
 2015 068   160   151   36.1      5  1.678   1290   1547     18   1249   2837   2837   3529     0.5  0.006      0     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.01   0.00   0.00      0      0  130.1   0.23   0.48    0.0   1.80    132    2.79    2.75    1.71    1.25    0.92    0.57    0.29    0.15    0.07     1464    1230
 2015 069   161   152   36.2      5  1.690   1297   1560     27   1253   2857   2936   2509     1.1  0.009     80     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.00  33.30   0.03      0     80  130.3   0.23   0.48    0.0   1.80    133    2.80    2.75    1.72    1.26    0.92    0.57    0.29    0.15    0.07     1488    1247
 2015 070   162   153   36.3      5  1.688   1293   1560     37   1246   2854   3026   2877     1.3  0.012    172     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.99  21.22   0.06      0    172  130.5   0.23   0.48    0.0   1.80    132    2.79    2.74    1.71    1.25    0.92    0.57    0.29    0.15    0.07     1510    1264
 2015 071   163   154   36.4      5  1.690   1293   1565     28   1242   2858   2858   3163     0.9  0.010      0     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.98   0.00   0.00      0      0  130.7   0.23   0.49    0.0   1.80    132    2.78    2.73    1.70    1.25    0.92    0.57    0.29    0.15    0.07     1532    1281
 2015 072   164   155   36.5      5  1.695   1296   1572     38   1241   2868   2963   2968     1.3  0.013     95     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.97  40.16   0.03      0     95  130.9   0.23   0.49    0.0   1.80    132    2.77    2.73    1.70    1.25    0.92    0.57    0.29    0.15    0.07     1558    1298
 2015 073   165   156   36.6      5  1.695   1294   1575     50   1237   2869   3070   3448     1.5  0.016    201     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.96  25.03   0.07      0    201  131.0   0.23   0.49    0.0   1.80    131    2.76    2.72    1.70    1.24    0.91    0.57    0.29    0.15    0.07     1586    1315
 2015 074   166   157   36.7      5  1.694   1292   1578     65   1232   2870   3188   3878     1.7  0.020    318     21  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.95  20.32   0.10      0    318  131.1   0.23   0.49    0.0   1.80    131    2.75    2.71    1.69    1.24    0.91    0.56    0.29    0.15    0.07     1614    1332
 2015 075   167   158   36.8      5  1.695   1293   1584     35   1230   2876   2876   4242     0.8  0.012      0     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.94   0.00   0.00      0      0  131.1   0.23   0.49    0.0   1.80    131    2.75    2.70    1.69    1.24    0.91    0.56    0.29    0.15    0.07     1639    1348
 2015 076   168   159   36.9      5  1.705   1302   1598     46   1235   2899   3000   3143     1.5  0.015    101     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.93  45.82   0.03      0    101  131.0   0.23   0.49    0.0   1.80    131    2.75    2.71    1.70    1.24    0.91    0.57    0.29    0.15    0.07     1663    1364
 2015 077   169   160   37.0      5  1.708   1303   1603     59   1233   2906   3117   3480     1.7  0.019    211     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92  27.92   0.07      0    211  131.1   0.23   0.49    0.0   1.80    131    2.75    2.71    1.69    1.24    0.91    0.57    0.29    0.15    0.07     1686    1381
 2015 078   170   161   37.1      5  1.707   1300   1606     36   1228   2907   2906   3876     0.9  0.012      0     21  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.91   0.00   0.00      0      0  131.2   0.23   0.50    0.0   1.80    130    2.74    2.69    1.69    1.23    0.91    0.56    0.29    0.15    0.07     1711    1397
 2015 079   171   162   37.1      5  1.716   1308   1619     47   1231   2927   3028   3139     1.5  0.016    101     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.90  46.95   0.03      0    101  131.1   0.23   0.50    0.0   1.80    131    2.74    2.70    1.69    1.24    0.91    0.57    0.29    0.15    0.07     1735    1414
 2015 080   172   163   37.1      5  1.719   1312   1627     60   1231   2939   3150   3588     1.7  0.019    211     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89  28.31   0.07      0    211  131.0   0.23   0.50    0.0   1.80    131    2.74    2.70    1.69    1.24    0.91    0.57    0.29    0.15    0.07     1759    1430
 2015 081   173   164   37.1      5  1.719   1312   1632     74   1228   2944   3268   4028     1.8  0.023    325     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88  22.86   0.10      0    325  131.0   0.23   0.50    0.0   1.80    131    2.73    2.69    1.69    1.24    0.91    0.56    0.29    0.15    0.07     1783    1446
 2015 082   174   165   37.1      5  1.701   1296   1621     31   1211   2917   2917   4955     0.6  0.011      0     27  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.00      0      0  131.2   0.23   0.50    0.0   1.80    129    2.70    2.66    1.66    1.22    0.90    0.56    0.29    0.15    0.07     1811    1463
 2015 083   175   166   37.1      5  1.695   1290   1620     44   1202   2910   3027   3659     1.2  0.015    117     20  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.86  37.80   0.04      0    117  131.4   0.23   0.50    0.0   1.80    128    2.68    2.64    1.65    1.21    0.89    0.55    0.29    0.15    0.07     1833    1480
 2015 084   176   167   37.1      5  1.689   1284   1618     59   1194   2902   3149   4162     1.4  0.019    246     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84  24.03   0.08      0    246  131.5   0.23   0.50    0.0   1.80    127    2.66    2.62    1.64    1.20    0.88    0.55    0.29    0.15    0.07     1855    1496
 2015 085   177   168   37.1      5  1.681   1277   1616     43   1185   2894   2894   4630     0.9  0.015      0     25  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  131.6   0.23   0.51    0.0   1.80    126    2.64    2.60    1.63    1.19    0.88    0.55    0.28    0.15    0.07     1877    1512
 2015 086   178   169   37.1      5  1.664   1263   1606     57   1169   2869   2968   4079     1.4  0.019     99     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82  57.77   0.03      0     99  131.8   0.23   0.51    0.0   1.80    125    2.61    2.57    1.61    1.18    0.87    0.54    0.28    0.14    0.07     1895    1528
 2015 087   179   170   37.1      5  1.682   1288   1635     68   1187   2922   3107   4079     1.7  0.022    185     22  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82  36.94   0.06      0    185  130.7   0.23   0.51    0.0   1.80    126    2.64    2.60    1.63    1.20    0.88    0.55    0.29    0.15    0.07     1907    1540

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:49

*RUN   7        : Sensation                 CRGRO048 UFWM1401    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Sensation                 CRGRO048
  
!                                                                                                                                                                                                                                                           Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                           0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RLAD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2014 282     9     0    4.6      0  0.065     49     74      0     52    123    123      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.40   0.00   0.00      0      0  132.2   0.01   0.02    0.0   0.13      5    0.52    0.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2014 283    10     1    5.0      0  0.065     49     74      0     52    123    123      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.40   0.00   0.00      0      0  132.4   0.07   0.10    0.0   0.15      5    0.52    0.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2014 284    11     2    5.3      0  0.065     49     79      0     56    128    128      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.39   0.00   0.00      0      0  132.8   0.07   0.11    0.0   0.18      6    0.54    0.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00        1       2
 2014 285    12     3    5.7      0  0.065     49     86      0     61    134    134      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.38   0.00   0.00      0      0  133.1   0.07   0.11    0.0   0.20      6    0.56    0.31    0.01    0.00    0.00    0.00    0.00    0.00    0.00        2       3
 2014 286    13     4    6.0      0  0.064     48     92      0     66    140    140      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37   0.00   0.00      0      0  133.5   0.08   0.12    0.0   0.23      7    0.59    0.34    0.02    0.00    0.00    0.00    0.00    0.00    0.00        2       4
 2014 287    14     5    6.4      0  0.064     48     95      0     68    143    143      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.36   0.00   0.00      0      0  134.1   0.08   0.13    0.0   0.26      7    0.59    0.35    0.03    0.00    0.00    0.00    0.00    0.00    0.00        3       5
 2014 288    15     6    6.8      0  0.064     48    101      0     73    148    148      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.34   0.00   0.00      0      0  134.4   0.09   0.13    0.0   0.28      7    0.61    0.37    0.04    0.00    0.00    0.00    0.00    0.00    0.00        4       6
